==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.2
data_dir:/data/entity
batch_size:1
dataset:AIFB
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:64
block_type:plain
n_layers:14
act:relu
norm:layer
bias:True
dropout:0.2
channels:64
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-AIFB-plain-14-64
time:210217-04-58-09
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-AIFB-plain-14-64-210217-04-58-09
logdir:/content/drive/My Drive/denseR/logs/denseR-AIFB-plain-14-64-210217-04-58-09
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 140 	 Number of testing nodes: 36	 Total Number of labelled nodes: 176
Number of classes in this graph: 4 	 Number of nodes: 8285 	 Number of relation types: 90
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  2.040255 	 Train Accuracy:  0.5714 	Valid Loss:  1.3905 	 Valid Accuracy:  0.3571
Run: [1]	 Epoch: [2]	 Train Loss:  1.070221 	 Train Accuracy:  0.3661 	Valid Loss:  1.7432 	 Valid Accuracy:  0.2857
Run: [1]	 Epoch: [3]	 Train Loss:  1.389601 	 Train Accuracy:  0.4821 	Valid Loss:  1.0989 	 Valid Accuracy:  0.4286
Run: [1]	 Epoch: [4]	 Train Loss:  1.118766 	 Train Accuracy:  0.6607 	Valid Loss:  1.3232 	 Valid Accuracy:  0.5000
Run: [1]	 Epoch: [5]	 Train Loss:  0.983643 	 Train Accuracy:  0.6518 	Valid Loss:  1.2561 	 Valid Accuracy:  0.5714
Run: [1]	 Epoch: [6]	 Train Loss:  0.917168 	 Train Accuracy:  0.7857 	Valid Loss:  1.0126 	 Valid Accuracy:  0.6071
Run: [1]	 Epoch: [7]	 Train Loss:  0.772782 	 Train Accuracy:  0.9196 	Valid Loss:  0.8585 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [8]	 Train Loss:  0.708723 	 Train Accuracy:  0.9018 	Valid Loss:  0.7597 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [9]	 Train Loss:  0.613122 	 Train Accuracy:  0.9018 	Valid Loss:  0.6743 	 Valid Accuracy:  0.7500
Run: [1]	 Epoch: [10]	 Train Loss:  0.572576 	 Train Accuracy:  0.9107 	Valid Loss:  0.6043 	 Valid Accuracy:  0.8214
Run: [1]	 Epoch: [11]	 Train Loss:  0.466770 	 Train Accuracy:  0.9196 	Valid Loss:  0.5636 	 Valid Accuracy:  0.8214
Run: [1]	 Epoch: [12]	 Train Loss:  0.432816 	 Train Accuracy:  0.9375 	Valid Loss:  0.5522 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [13]	 Train Loss:  0.401333 	 Train Accuracy:  0.9554 	Valid Loss:  0.5449 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [14]	 Train Loss:  0.348760 	 Train Accuracy:  0.9732 	Valid Loss:  0.5213 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [15]	 Train Loss:  0.340843 	 Train Accuracy:  0.9732 	Valid Loss:  0.4734 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [16]	 Train Loss:  0.294421 	 Train Accuracy:  0.9732 	Valid Loss:  0.4206 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [17]	 Train Loss:  0.263371 	 Train Accuracy:  0.9732 	Valid Loss:  0.3668 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [18]	 Train Loss:  0.232116 	 Train Accuracy:  0.9732 	Valid Loss:  0.3242 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [19]	 Train Loss:  0.258653 	 Train Accuracy:  1.0000 	Valid Loss:  0.2929 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [20]	 Train Loss:  0.253754 	 Train Accuracy:  1.0000 	Valid Loss:  0.2718 	 Valid Accuracy:  0.9643
Run: [1]	 Epoch: [21]	 Train Loss:  0.215364 	 Train Accuracy:  1.0000 	Valid Loss:  0.2617 	 Valid Accuracy:  0.9643
