==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.2
data_dir:/data/entity
batch_size:1
dataset:MUTAG
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:64
block_type:res
n_layers:14
act:relu
norm:layer
bias:True
dropout:0.2
channels:16
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-MUTAG-res-14-16
time:210216-22-20-29
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-MUTAG-res-14-16-210216-22-20-29
logdir:/content/drive/My Drive/denseR/logs/denseR-MUTAG-res-14-16-210216-22-20-29
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 272 	 Number of testing nodes: 68	 Total Number of labelled nodes: 340
Number of classes in this graph: 2 	 Number of nodes: 23644 	 Number of relation types: 46
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  1.119912 	 Train Accuracy:  0.6175 	Valid Loss:  0.9762 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [2]	 Train Loss:  0.878957 	 Train Accuracy:  0.3871 	Valid Loss:  0.8924 	 Valid Accuracy:  0.4000
Run: [1]	 Epoch: [3]	 Train Loss:  0.929767 	 Train Accuracy:  0.6175 	Valid Loss:  0.7453 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [4]	 Train Loss:  0.658892 	 Train Accuracy:  0.6175 	Valid Loss:  0.7362 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [5]	 Train Loss:  0.684838 	 Train Accuracy:  0.6175 	Valid Loss:  0.7112 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [6]	 Train Loss:  0.636874 	 Train Accuracy:  0.6313 	Valid Loss:  0.6836 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [7]	 Train Loss:  0.582012 	 Train Accuracy:  0.8249 	Valid Loss:  0.6703 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [8]	 Train Loss:  0.556467 	 Train Accuracy:  0.8940 	Valid Loss:  0.6709 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [9]	 Train Loss:  0.528358 	 Train Accuracy:  0.9124 	Valid Loss:  0.6709 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [10]	 Train Loss:  0.490361 	 Train Accuracy:  0.9217 	Valid Loss:  0.6699 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [11]	 Train Loss:  0.432229 	 Train Accuracy:  0.9355 	Valid Loss:  0.6746 	 Valid Accuracy:  0.5455
Run: [1]	 Epoch: [12]	 Train Loss:  0.376696 	 Train Accuracy:  0.9493 	Valid Loss:  0.6895 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [13]	 Train Loss:  0.322269 	 Train Accuracy:  0.9585 	Valid Loss:  0.7144 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [14]	 Train Loss:  0.275048 	 Train Accuracy:  0.9816 	Valid Loss:  0.7507 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [15]	 Train Loss:  0.227533 	 Train Accuracy:  1.0000 	Valid Loss:  0.7906 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [16]	 Train Loss:  0.185386 	 Train Accuracy:  1.0000 	Valid Loss:  0.8351 	 Valid Accuracy:  0.5455
Run: [1]	 Epoch: [17]	 Train Loss:  0.161253 	 Train Accuracy:  1.0000 	Valid Loss:  0.8676 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [18]	 Train Loss:  0.144484 	 Train Accuracy:  1.0000 	Valid Loss:  0.8888 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [19]	 Train Loss:  0.124870 	 Train Accuracy:  1.0000 	Valid Loss:  0.9079 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [20]	 Train Loss:  0.112912 	 Train Accuracy:  1.0000 	Valid Loss:  0.9295 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [21]	 Train Loss:  0.107396 	 Train Accuracy:  1.0000 	Valid Loss:  0.9516 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [22]	 Train Loss:  0.097064 	 Train Accuracy:  1.0000 	Valid Loss:  0.9733 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [23]	 Train Loss:  0.095005 	 Train Accuracy:  1.0000 	Valid Loss:  0.9950 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [24]	 Train Loss:  0.074331 	 Train Accuracy:  1.0000 	Valid Loss:  1.0171 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [25]	 Train Loss:  0.062672 	 Train Accuracy:  1.0000 	Valid Loss:  1.0380 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [26]	 Train Loss:  0.060348 	 Train Accuracy:  1.0000 	Valid Loss:  1.0550 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [27]	 Train Loss:  0.047395 	 Train Accuracy:  1.0000 	Valid Loss:  1.0684 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [28]	 Train Loss:  0.059141 	 Train Accuracy:  1.0000 	Valid Loss:  1.0801 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [29]	 Train Loss:  0.042909 	 Train Accuracy:  1.0000 	Valid Loss:  1.0908 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [30]	 Train Loss:  0.040919 	 Train Accuracy:  1.0000 	Valid Loss:  1.1017 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [31]	 Train Loss:  0.039368 	 Train Accuracy:  1.0000 	Valid Loss:  1.1138 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [32]	 Train Loss:  0.032773 	 Train Accuracy:  1.0000 	Valid Loss:  1.1300 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [33]	 Train Loss:  0.025652 	 Train Accuracy:  1.0000 	Valid Loss:  1.1497 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [34]	 Train Loss:  0.028795 	 Train Accuracy:  1.0000 	Valid Loss:  1.1707 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [35]	 Train Loss:  0.025623 	 Train Accuracy:  1.0000 	Valid Loss:  1.1931 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [36]	 Train Loss:  0.022675 	 Train Accuracy:  1.0000 	Valid Loss:  1.2177 	 Valid Accuracy:  0.6182
Run: [1]	 Epoch: [37]	 Train Loss:  0.023136 	 Train Accuracy:  1.0000 	Valid Loss:  1.2392 	 Valid Accuracy:  0.6182
Run: [1]	 Epoch: [38]	 Train Loss:  0.020430 	 Train Accuracy:  1.0000 	Valid Loss:  1.2563 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [39]	 Train Loss:  0.016103 	 Train Accuracy:  1.0000 	Valid Loss:  1.2707 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [40]	 Train Loss:  0.017918 	 Train Accuracy:  1.0000 	Valid Loss:  1.2822 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [41]	 Train Loss:  0.014050 	 Train Accuracy:  1.0000 	Valid Loss:  1.2919 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [42]	 Train Loss:  0.016540 	 Train Accuracy:  1.0000 	Valid Loss:  1.3024 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [43]	 Train Loss:  0.013822 	 Train Accuracy:  1.0000 	Valid Loss:  1.3118 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [44]	 Train Loss:  0.013946 	 Train Accuracy:  1.0000 	Valid Loss:  1.3201 	 Valid Accuracy:  0.6182
Run: [1]	 Epoch: [45]	 Train Loss:  0.014427 	 Train Accuracy:  1.0000 	Valid Loss:  1.3291 	 Valid Accuracy:  0.6182
Run: [1]	 Epoch: [46]	 Train Loss:  0.011777 	 Train Accuracy:  1.0000 	Valid Loss:  1.3365 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [47]	 Train Loss:  0.008446 	 Train Accuracy:  1.0000 	Valid Loss:  1.3429 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [48]	 Train Loss:  0.009859 	 Train Accuracy:  1.0000 	Valid Loss:  1.3503 	 Valid Accuracy:  0.6727
Run: [1]	 Epoch: [49]	 Train Loss:  0.008403 	 Train Accuracy:  1.0000 	Valid Loss:  1.3603 	 Valid Accuracy:  0.6909
Run: [1]	 Epoch: [50]	 Train Loss:  0.011831 	 Train Accuracy:  1.0000 	Valid Loss:  1.3760 	 Valid Accuracy:  0.6909
Test Accuracy in run 1 is: 0.7352941036224365
Total Train Accuracy after run 1 is: 1.0000
Total Test Accuracy after run 1 is: 0.7353
Best Test Accuracy in 1 runs is: 0.7353
Run: [2]	 Epoch: [1]	 Train Loss:  0.742416 	 Train Accuracy:  0.4885 	Valid Loss:  0.7447 	 Valid Accuracy:  0.4727
Run: [2]	 Epoch: [2]	 Train Loss:  0.745815 	 Train Accuracy:  0.6175 	Valid Loss:  0.7439 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [3]	 Train Loss:  0.691191 	 Train Accuracy:  0.6820 	Valid Loss:  0.6585 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [4]	 Train Loss:  0.575425 	 Train Accuracy:  0.8387 	Valid Loss:  0.6515 	 Valid Accuracy:  0.6909
Run: [2]	 Epoch: [5]	 Train Loss:  0.535118 	 Train Accuracy:  0.8848 	Valid Loss:  0.6383 	 Valid Accuracy:  0.6909
Run: [2]	 Epoch: [6]	 Train Loss:  0.424923 	 Train Accuracy:  0.9355 	Valid Loss:  0.6437 	 Valid Accuracy:  0.6909
Run: [2]	 Epoch: [7]	 Train Loss:  0.325201 	 Train Accuracy:  0.9770 	Valid Loss:  0.6492 	 Valid Accuracy:  0.6364
Run: [2]	 Epoch: [8]	 Train Loss:  0.259164 	 Train Accuracy:  0.9908 	Valid Loss:  0.6699 	 Valid Accuracy:  0.6182
Run: [2]	 Epoch: [9]	 Train Loss:  0.190512 	 Train Accuracy:  1.0000 	Valid Loss:  0.6814 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [10]	 Train Loss:  0.153186 	 Train Accuracy:  1.0000 	Valid Loss:  0.7245 	 Valid Accuracy:  0.6364
Run: [2]	 Epoch: [11]	 Train Loss:  0.117758 	 Train Accuracy:  1.0000 	Valid Loss:  0.7633 	 Valid Accuracy:  0.6364
Run: [2]	 Epoch: [12]	 Train Loss:  0.091494 	 Train Accuracy:  1.0000 	Valid Loss:  0.7870 	 Valid Accuracy:  0.6364
Run: [2]	 Epoch: [13]	 Train Loss:  0.083592 	 Train Accuracy:  1.0000 	Valid Loss:  0.8139 	 Valid Accuracy:  0.6000
Run: [2]	 Epoch: [14]	 Train Loss:  0.072323 	 Train Accuracy:  1.0000 	Valid Loss:  0.8499 	 Valid Accuracy:  0.6000
Run: [2]	 Epoch: [15]	 Train Loss:  0.054465 	 Train Accuracy:  1.0000 	Valid Loss:  0.8997 	 Valid Accuracy:  0.6000
Run: [2]	 Epoch: [16]	 Train Loss:  0.053529 	 Train Accuracy:  1.0000 	Valid Loss:  0.9580 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [17]	 Train Loss:  0.046281 	 Train Accuracy:  1.0000 	Valid Loss:  1.0253 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [18]	 Train Loss:  0.035708 	 Train Accuracy:  1.0000 	Valid Loss:  1.1023 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [19]	 Train Loss:  0.038598 	 Train Accuracy:  1.0000 	Valid Loss:  1.1848 	 Valid Accuracy:  0.6000
Run: [2]	 Epoch: [20]	 Train Loss:  0.029882 	 Train Accuracy:  1.0000 	Valid Loss:  1.2665 	 Valid Accuracy:  0.6000
Run: [2]	 Epoch: [21]	 Train Loss:  0.028998 	 Train Accuracy:  1.0000 	Valid Loss:  1.3445 	 Valid Accuracy:  0.6000
Run: [2]	 Epoch: [22]	 Train Loss:  0.024132 	 Train Accuracy:  1.0000 	Valid Loss:  1.4188 	 Valid Accuracy:  0.6000
Run: [2]	 Epoch: [23]	 Train Loss:  0.023742 	 Train Accuracy:  1.0000 	Valid Loss:  1.4925 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [24]	 Train Loss:  0.022681 	 Train Accuracy:  1.0000 	Valid Loss:  1.5652 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [25]	 Train Loss:  0.023391 	 Train Accuracy:  1.0000 	Valid Loss:  1.6384 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [26]	 Train Loss:  0.017329 	 Train Accuracy:  1.0000 	Valid Loss:  1.7113 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [27]	 Train Loss:  0.014613 	 Train Accuracy:  1.0000 	Valid Loss:  1.7822 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [28]	 Train Loss:  0.019356 	 Train Accuracy:  1.0000 	Valid Loss:  1.8452 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [29]	 Train Loss:  0.013467 	 Train Accuracy:  1.0000 	Valid Loss:  1.9010 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [30]	 Train Loss:  0.013672 	 Train Accuracy:  1.0000 	Valid Loss:  1.9526 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [31]	 Train Loss:  0.015750 	 Train Accuracy:  1.0000 	Valid Loss:  2.0045 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [32]	 Train Loss:  0.011877 	 Train Accuracy:  1.0000 	Valid Loss:  2.0623 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [33]	 Train Loss:  0.011595 	 Train Accuracy:  1.0000 	Valid Loss:  2.1231 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [34]	 Train Loss:  0.009632 	 Train Accuracy:  1.0000 	Valid Loss:  2.1768 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [35]	 Train Loss:  0.007943 	 Train Accuracy:  1.0000 	Valid Loss:  2.2175 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [36]	 Train Loss:  0.008546 	 Train Accuracy:  1.0000 	Valid Loss:  2.2455 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [37]	 Train Loss:  0.007202 	 Train Accuracy:  1.0000 	Valid Loss:  2.2614 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [38]	 Train Loss:  0.008458 	 Train Accuracy:  1.0000 	Valid Loss:  2.2682 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [39]	 Train Loss:  0.005096 	 Train Accuracy:  1.0000 	Valid Loss:  2.2674 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [40]	 Train Loss:  0.006614 	 Train Accuracy:  1.0000 	Valid Loss:  2.2612 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [41]	 Train Loss:  0.006999 	 Train Accuracy:  1.0000 	Valid Loss:  2.2534 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [42]	 Train Loss:  0.004439 	 Train Accuracy:  1.0000 	Valid Loss:  2.2479 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [43]	 Train Loss:  0.004697 	 Train Accuracy:  1.0000 	Valid Loss:  2.2483 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [44]	 Train Loss:  0.007609 	 Train Accuracy:  1.0000 	Valid Loss:  2.2564 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [45]	 Train Loss:  0.006979 	 Train Accuracy:  1.0000 	Valid Loss:  2.2698 	 Valid Accuracy:  0.5636
Run: [2]	 Epoch: [46]	 Train Loss:  0.006111 	 Train Accuracy:  1.0000 	Valid Loss:  2.2877 	 Valid Accuracy:  0.5818
Run: [2]	 Epoch: [47]	 Train Loss:  0.009991 	 Train Accuracy:  1.0000 	Valid Loss:  2.3089 	 Valid Accuracy:  0.6000
Run: [2]	 Epoch: [48]	 Train Loss:  0.008998 	 Train Accuracy:  1.0000 	Valid Loss:  2.3339 	 Valid Accuracy:  0.5818
