==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.2
data_dir:/data/entity
batch_size:1
dataset:AIFB
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:64
block_type:dense
n_layers:14
act:relu
norm:layer
bias:True
dropout:0.2
channels:32
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-AIFB-dense-14-32
time:210215-21-22-10
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-AIFB-dense-14-32-210215-21-22-10
logdir:/content/drive/My Drive/denseR/logs/denseR-AIFB-dense-14-32-210215-21-22-10
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 140 	 Number of testing nodes: 36	 Total Number of labelled nodes: 176
Number of classes in this graph: 4 	 Number of nodes: 8285 	 Number of relation types: 90
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  1.697440 	 Train Accuracy:  0.6964 	Valid Loss:  1.1170 	 Valid Accuracy:  0.5357
Run: [1]	 Epoch: [2]	 Train Loss:  1.026950 	 Train Accuracy:  0.8393 	Valid Loss:  0.8186 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [3]	 Train Loss:  0.682182 	 Train Accuracy:  0.9732 	Valid Loss:  0.5845 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [4]	 Train Loss:  0.432780 	 Train Accuracy:  0.9286 	Valid Loss:  0.6223 	 Valid Accuracy:  0.7500
Run: [1]	 Epoch: [5]	 Train Loss:  0.396401 	 Train Accuracy:  0.9821 	Valid Loss:  0.5247 	 Valid Accuracy:  0.8214
Run: [1]	 Epoch: [6]	 Train Loss:  0.324944 	 Train Accuracy:  0.9732 	Valid Loss:  0.5077 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [7]	 Train Loss:  0.360954 	 Train Accuracy:  0.9821 	Valid Loss:  0.4458 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [8]	 Train Loss:  0.303592 	 Train Accuracy:  1.0000 	Valid Loss:  0.3690 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [9]	 Train Loss:  0.253142 	 Train Accuracy:  1.0000 	Valid Loss:  0.3510 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [10]	 Train Loss:  0.228778 	 Train Accuracy:  1.0000 	Valid Loss:  0.3310 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [11]	 Train Loss:  0.196702 	 Train Accuracy:  1.0000 	Valid Loss:  0.2959 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [12]	 Train Loss:  0.176417 	 Train Accuracy:  1.0000 	Valid Loss:  0.2652 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [13]	 Train Loss:  0.189732 	 Train Accuracy:  1.0000 	Valid Loss:  0.2484 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [14]	 Train Loss:  0.135998 	 Train Accuracy:  1.0000 	Valid Loss:  0.2396 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [15]	 Train Loss:  0.097027 	 Train Accuracy:  1.0000 	Valid Loss:  0.2341 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [16]	 Train Loss:  0.139815 	 Train Accuracy:  1.0000 	Valid Loss:  0.2294 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [17]	 Train Loss:  0.121746 	 Train Accuracy:  1.0000 	Valid Loss:  0.2223 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [18]	 Train Loss:  0.120162 	 Train Accuracy:  1.0000 	Valid Loss:  0.2159 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [19]	 Train Loss:  0.085650 	 Train Accuracy:  1.0000 	Valid Loss:  0.2095 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [20]	 Train Loss:  0.107436 	 Train Accuracy:  1.0000 	Valid Loss:  0.1997 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [21]	 Train Loss:  0.086111 	 Train Accuracy:  1.0000 	Valid Loss:  0.1860 	 Valid Accuracy:  0.8929
