==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.2
data_dir:/data/entity
batch_size:1
dataset:MUTAG
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:64
block_type:plain
n_layers:14
act:relu
norm:layer
bias:True
dropout:0.2
channels:32
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-MUTAG-plain-14-32
time:210301-01-50-20
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-MUTAG-plain-14-32-210301-01-50-20
logdir:/content/drive/My Drive/denseR/logs/denseR-MUTAG-plain-14-32-210301-01-50-20
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 272 	 Number of testing nodes: 68	 Total Number of labelled nodes: 340
Number of classes in this graph: 2 	 Number of nodes: 23644 	 Number of relation types: 46
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  0.835376 	 Train Accuracy:  0.6175 	Valid Loss:  0.8658 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [2]	 Train Loss:  0.842484 	 Train Accuracy:  0.3917 	Valid Loss:  0.7764 	 Valid Accuracy:  0.4182
Run: [1]	 Epoch: [3]	 Train Loss:  0.826195 	 Train Accuracy:  0.6175 	Valid Loss:  0.6962 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [4]	 Train Loss:  0.652510 	 Train Accuracy:  0.6175 	Valid Loss:  0.6847 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [5]	 Train Loss:  0.659028 	 Train Accuracy:  0.6175 	Valid Loss:  0.6838 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [6]	 Train Loss:  0.646239 	 Train Accuracy:  0.6175 	Valid Loss:  0.6829 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [7]	 Train Loss:  0.642599 	 Train Accuracy:  0.6175 	Valid Loss:  0.6846 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [8]	 Train Loss:  0.641719 	 Train Accuracy:  0.6175 	Valid Loss:  0.6860 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [9]	 Train Loss:  0.620090 	 Train Accuracy:  0.6175 	Valid Loss:  0.6798 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [10]	 Train Loss:  0.614683 	 Train Accuracy:  0.6175 	Valid Loss:  0.6708 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [11]	 Train Loss:  0.596419 	 Train Accuracy:  0.6313 	Valid Loss:  0.6712 	 Valid Accuracy:  0.5818
