==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.2
data_dir:/data/entity
batch_size:1
dataset:MUTAG
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:64
block_type:dense
n_layers:7
act:relu
norm:layer
bias:True
dropout:0.2
channels:64
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-MUTAG-dense-7-64
time:210301-22-42-37
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-MUTAG-dense-7-64-210301-22-42-37
logdir:/content/drive/My Drive/denseR/logs/denseR-MUTAG-dense-7-64-210301-22-42-37
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 272 	 Number of testing nodes: 68	 Total Number of labelled nodes: 340
Number of classes in this graph: 2 	 Number of nodes: 23644 	 Number of relation types: 46
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  1.241551 	 Train Accuracy:  0.6175 	Valid Loss:  1.2343 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [2]	 Train Loss:  1.150167 	 Train Accuracy:  0.6175 	Valid Loss:  0.8280 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [3]	 Train Loss:  0.742567 	 Train Accuracy:  0.6221 	Valid Loss:  0.6787 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [4]	 Train Loss:  0.628769 	 Train Accuracy:  0.6267 	Valid Loss:  0.6752 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [5]	 Train Loss:  0.644038 	 Train Accuracy:  0.7143 	Valid Loss:  0.6779 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [6]	 Train Loss:  0.627828 	 Train Accuracy:  0.6959 	Valid Loss:  0.6726 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [7]	 Train Loss:  0.601303 	 Train Accuracy:  0.6452 	Valid Loss:  0.6622 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [8]	 Train Loss:  0.562954 	 Train Accuracy:  0.6313 	Valid Loss:  0.6663 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [9]	 Train Loss:  0.554300 	 Train Accuracy:  0.6313 	Valid Loss:  0.6723 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [10]	 Train Loss:  0.541390 	 Train Accuracy:  0.6820 	Valid Loss:  0.6703 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [11]	 Train Loss:  0.509079 	 Train Accuracy:  0.8433 	Valid Loss:  0.6565 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [12]	 Train Loss:  0.465130 	 Train Accuracy:  0.9677 	Valid Loss:  0.6376 	 Valid Accuracy:  0.6727
Run: [1]	 Epoch: [13]	 Train Loss:  0.418937 	 Train Accuracy:  0.9816 	Valid Loss:  0.6471 	 Valid Accuracy:  0.6182
Run: [1]	 Epoch: [14]	 Train Loss:  0.356412 	 Train Accuracy:  0.9816 	Valid Loss:  0.7229 	 Valid Accuracy:  0.5091
Run: [1]	 Epoch: [15]	 Train Loss:  0.285256 	 Train Accuracy:  0.9954 	Valid Loss:  0.9512 	 Valid Accuracy:  0.5091
Run: [1]	 Epoch: [16]	 Train Loss:  0.168011 	 Train Accuracy:  1.0000 	Valid Loss:  1.1268 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [17]	 Train Loss:  0.109061 	 Train Accuracy:  1.0000 	Valid Loss:  1.2135 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [18]	 Train Loss:  0.084865 	 Train Accuracy:  1.0000 	Valid Loss:  1.1149 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [19]	 Train Loss:  0.070907 	 Train Accuracy:  1.0000 	Valid Loss:  0.9533 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [20]	 Train Loss:  0.062218 	 Train Accuracy:  1.0000 	Valid Loss:  0.8253 	 Valid Accuracy:  0.5455
Run: [1]	 Epoch: [21]	 Train Loss:  0.060119 	 Train Accuracy:  1.0000 	Valid Loss:  0.7842 	 Valid Accuracy:  0.5455
Run: [1]	 Epoch: [22]	 Train Loss:  0.053550 	 Train Accuracy:  1.0000 	Valid Loss:  0.8124 	 Valid Accuracy:  0.6182
Run: [1]	 Epoch: [23]	 Train Loss:  0.056713 	 Train Accuracy:  1.0000 	Valid Loss:  0.8569 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [24]	 Train Loss:  0.048325 	 Train Accuracy:  1.0000 	Valid Loss:  0.8931 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [25]	 Train Loss:  0.044020 	 Train Accuracy:  1.0000 	Valid Loss:  0.8987 	 Valid Accuracy:  0.6182
Run: [1]	 Epoch: [26]	 Train Loss:  0.037625 	 Train Accuracy:  1.0000 	Valid Loss:  0.9048 	 Valid Accuracy:  0.6182
Run: [1]	 Epoch: [27]	 Train Loss:  0.037036 	 Train Accuracy:  1.0000 	Valid Loss:  0.9163 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [28]	 Train Loss:  0.034934 	 Train Accuracy:  1.0000 	Valid Loss:  0.9358 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [29]	 Train Loss:  0.034169 	 Train Accuracy:  1.0000 	Valid Loss:  0.9627 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [30]	 Train Loss:  0.026491 	 Train Accuracy:  1.0000 	Valid Loss:  0.9919 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [31]	 Train Loss:  0.026091 	 Train Accuracy:  1.0000 	Valid Loss:  1.0233 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [32]	 Train Loss:  0.027401 	 Train Accuracy:  1.0000 	Valid Loss:  1.0562 	 Valid Accuracy:  0.6182
Run: [1]	 Epoch: [33]	 Train Loss:  0.022041 	 Train Accuracy:  1.0000 	Valid Loss:  1.0894 	 Valid Accuracy:  0.6182
Run: [1]	 Epoch: [34]	 Train Loss:  0.024080 	 Train Accuracy:  1.0000 	Valid Loss:  1.1224 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [35]	 Train Loss:  0.020181 	 Train Accuracy:  1.0000 	Valid Loss:  1.1555 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [36]	 Train Loss:  0.024693 	 Train Accuracy:  1.0000 	Valid Loss:  1.1900 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [37]	 Train Loss:  0.016836 	 Train Accuracy:  1.0000 	Valid Loss:  1.2212 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [38]	 Train Loss:  0.017392 	 Train Accuracy:  1.0000 	Valid Loss:  1.2519 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [39]	 Train Loss:  0.018034 	 Train Accuracy:  1.0000 	Valid Loss:  1.2803 	 Valid Accuracy:  0.6000
