==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.1
data_dir:/data/entity
batch_size:1
dataset:MUTAG
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:20
block_type:dense
n_layers:7
act:relu
norm:layer
bias:True
dropout:0.2
channels:32
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-MUTAG-dense-7-32
time:210215-01-21-54
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-MUTAG-dense-7-32-210215-01-21-54
logdir:/content/drive/My Drive/denseR/logs/denseR-MUTAG-dense-7-32-210215-01-21-54
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 272 	 Number of testing nodes: 68	 Total Number of labelled nodes: 340
Number of classes in this graph: 2 	 Number of nodes: 23644 	 Number of relation types: 46
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  1.079758 	 Train Accuracy:  0.4426 	Valid Loss:  0.9456 	 Valid Accuracy:  0.3571
Run: [1]	 Epoch: [2]	 Train Loss:  0.887828 	 Train Accuracy:  0.6066 	Valid Loss:  0.7619 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [3]	 Train Loss:  0.780582 	 Train Accuracy:  0.6066 	Valid Loss:  0.6272 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [4]	 Train Loss:  0.618898 	 Train Accuracy:  0.6066 	Valid Loss:  0.6355 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [5]	 Train Loss:  0.583672 	 Train Accuracy:  0.8484 	Valid Loss:  0.6426 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [6]	 Train Loss:  0.547813 	 Train Accuracy:  0.9139 	Valid Loss:  0.6265 	 Valid Accuracy:  0.5357
Run: [1]	 Epoch: [7]	 Train Loss:  0.466175 	 Train Accuracy:  0.8893 	Valid Loss:  0.6115 	 Valid Accuracy:  0.6071
Run: [1]	 Epoch: [8]	 Train Loss:  0.411133 	 Train Accuracy:  0.8893 	Valid Loss:  0.6127 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [9]	 Train Loss:  0.349778 	 Train Accuracy:  0.9385 	Valid Loss:  0.6159 	 Valid Accuracy:  0.5357
Run: [1]	 Epoch: [10]	 Train Loss:  0.284080 	 Train Accuracy:  0.9836 	Valid Loss:  0.6229 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [11]	 Train Loss:  0.216994 	 Train Accuracy:  1.0000 	Valid Loss:  0.6592 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [12]	 Train Loss:  0.164606 	 Train Accuracy:  1.0000 	Valid Loss:  0.6990 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [13]	 Train Loss:  0.123718 	 Train Accuracy:  1.0000 	Valid Loss:  0.7352 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [14]	 Train Loss:  0.094136 	 Train Accuracy:  1.0000 	Valid Loss:  0.7706 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [15]	 Train Loss:  0.079070 	 Train Accuracy:  1.0000 	Valid Loss:  0.8448 	 Valid Accuracy:  0.6071
Run: [1]	 Epoch: [16]	 Train Loss:  0.062434 	 Train Accuracy:  1.0000 	Valid Loss:  0.9919 	 Valid Accuracy:  0.5714
Run: [1]	 Epoch: [17]	 Train Loss:  0.055505 	 Train Accuracy:  1.0000 	Valid Loss:  1.1264 	 Valid Accuracy:  0.5714
Run: [1]	 Epoch: [18]	 Train Loss:  0.050440 	 Train Accuracy:  1.0000 	Valid Loss:  1.2055 	 Valid Accuracy:  0.5714
Run: [1]	 Epoch: [19]	 Train Loss:  0.041335 	 Train Accuracy:  1.0000 	Valid Loss:  1.2250 	 Valid Accuracy:  0.5714
Run: [1]	 Epoch: [20]	 Train Loss:  0.038285 	 Train Accuracy:  1.0000 	Valid Loss:  1.1999 	 Valid Accuracy:  0.5714
Run: [1]	 Epoch: [21]	 Train Loss:  0.031327 	 Train Accuracy:  1.0000 	Valid Loss:  1.1682 	 Valid Accuracy:  0.5714
Run: [1]	 Epoch: [22]	 Train Loss:  0.033460 	 Train Accuracy:  1.0000 	Valid Loss:  1.1389 	 Valid Accuracy:  0.5714
Run: [1]	 Epoch: [23]	 Train Loss:  0.028819 	 Train Accuracy:  1.0000 	Valid Loss:  1.1192 	 Valid Accuracy:  0.5357
Run: [1]	 Epoch: [24]	 Train Loss:  0.027373 	 Train Accuracy:  1.0000 	Valid Loss:  1.1083 	 Valid Accuracy:  0.5357
Run: [1]	 Epoch: [25]	 Train Loss:  0.023520 	 Train Accuracy:  1.0000 	Valid Loss:  1.1135 	 Valid Accuracy:  0.5000
Run: [1]	 Epoch: [26]	 Train Loss:  0.023031 	 Train Accuracy:  1.0000 	Valid Loss:  1.1308 	 Valid Accuracy:  0.5000
