==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.1
data_dir:/data/entity
batch_size:1
dataset:AIFB
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
no_fusion:True
kernel_size:64
block_type:plain
n_layers:7
act:relu
norm:layer
bias:True
dropout:0.2
channels:16
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-AIFB-plain-7-16-No fuse
time:210302-16-51-51
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-AIFB-plain-7-16-No fuse-210302-16-51-51
logdir:/content/drive/My Drive/denseR/logs/denseR-AIFB-plain-7-16-No fuse-210302-16-51-51
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 140 	 Number of testing nodes: 36	 Total Number of labelled nodes: 176
Number of classes in this graph: 4 	 Number of nodes: 8285 	 Number of relation types: 90
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  3.012712 	 Train Accuracy:  0.3810 	Valid Loss:  2.4400 	 Valid Accuracy:  0.4286
Run: [1]	 Epoch: [2]	 Train Loss:  2.533489 	 Train Accuracy:  0.5397 	Valid Loss:  2.0076 	 Valid Accuracy:  0.4286
Run: [1]	 Epoch: [3]	 Train Loss:  1.643155 	 Train Accuracy:  0.7778 	Valid Loss:  1.1533 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [4]	 Train Loss:  1.000645 	 Train Accuracy:  0.9365 	Valid Loss:  1.0136 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [5]	 Train Loss:  0.570212 	 Train Accuracy:  0.9365 	Valid Loss:  0.9902 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [6]	 Train Loss:  0.456351 	 Train Accuracy:  0.9603 	Valid Loss:  0.9450 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [7]	 Train Loss:  0.382896 	 Train Accuracy:  0.9762 	Valid Loss:  0.8701 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [8]	 Train Loss:  0.319933 	 Train Accuracy:  0.9841 	Valid Loss:  0.8069 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [9]	 Train Loss:  0.266890 	 Train Accuracy:  1.0000 	Valid Loss:  0.7913 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [10]	 Train Loss:  0.239349 	 Train Accuracy:  1.0000 	Valid Loss:  0.7696 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [11]	 Train Loss:  0.215892 	 Train Accuracy:  1.0000 	Valid Loss:  0.7165 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [12]	 Train Loss:  0.199165 	 Train Accuracy:  1.0000 	Valid Loss:  0.6511 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [13]	 Train Loss:  0.182482 	 Train Accuracy:  1.0000 	Valid Loss:  0.6159 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [14]	 Train Loss:  0.170828 	 Train Accuracy:  1.0000 	Valid Loss:  0.6040 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [15]	 Train Loss:  0.162220 	 Train Accuracy:  1.0000 	Valid Loss:  0.5981 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [16]	 Train Loss:  0.154477 	 Train Accuracy:  1.0000 	Valid Loss:  0.5869 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [17]	 Train Loss:  0.147347 	 Train Accuracy:  1.0000 	Valid Loss:  0.5671 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [18]	 Train Loss:  0.140888 	 Train Accuracy:  1.0000 	Valid Loss:  0.5475 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [19]	 Train Loss:  0.135036 	 Train Accuracy:  1.0000 	Valid Loss:  0.5316 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [20]	 Train Loss:  0.129760 	 Train Accuracy:  1.0000 	Valid Loss:  0.5237 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [21]	 Train Loss:  0.124903 	 Train Accuracy:  1.0000 	Valid Loss:  0.5221 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [22]	 Train Loss:  0.120324 	 Train Accuracy:  1.0000 	Valid Loss:  0.5152 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [23]	 Train Loss:  0.115954 	 Train Accuracy:  1.0000 	Valid Loss:  0.5144 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [24]	 Train Loss:  0.111778 	 Train Accuracy:  1.0000 	Valid Loss:  0.5291 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [25]	 Train Loss:  0.107786 	 Train Accuracy:  1.0000 	Valid Loss:  0.5582 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [26]	 Train Loss:  0.103981 	 Train Accuracy:  1.0000 	Valid Loss:  0.6210 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [27]	 Train Loss:  0.100361 	 Train Accuracy:  1.0000 	Valid Loss:  0.7213 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [28]	 Train Loss:  0.096913 	 Train Accuracy:  1.0000 	Valid Loss:  0.7132 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [29]	 Train Loss:  0.093626 	 Train Accuracy:  1.0000 	Valid Loss:  0.7053 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [30]	 Train Loss:  0.090493 	 Train Accuracy:  1.0000 	Valid Loss:  0.6925 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [31]	 Train Loss:  0.087507 	 Train Accuracy:  1.0000 	Valid Loss:  0.7311 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [32]	 Train Loss:  0.084661 	 Train Accuracy:  1.0000 	Valid Loss:  0.7219 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [33]	 Train Loss:  0.081948 	 Train Accuracy:  1.0000 	Valid Loss:  0.7214 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [34]	 Train Loss:  0.079362 	 Train Accuracy:  1.0000 	Valid Loss:  0.7239 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [35]	 Train Loss:  0.076897 	 Train Accuracy:  1.0000 	Valid Loss:  0.7224 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [36]	 Train Loss:  0.074547 	 Train Accuracy:  1.0000 	Valid Loss:  0.7213 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [37]	 Train Loss:  0.072307 	 Train Accuracy:  1.0000 	Valid Loss:  0.7200 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [38]	 Train Loss:  0.070169 	 Train Accuracy:  1.0000 	Valid Loss:  0.7195 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [39]	 Train Loss:  0.068129 	 Train Accuracy:  1.0000 	Valid Loss:  0.7199 	 Valid Accuracy:  0.8571
