==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.2
data_dir:/data/entity
batch_size:1
dataset:AIFB
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:64
block_type:plain
n_layers:14
act:relu
norm:layer
bias:True
dropout:0.2
channels:16
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-AIFB-plain-14-16
time:210217-04-04-40
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-AIFB-plain-14-16-210217-04-04-40
logdir:/content/drive/My Drive/denseR/logs/denseR-AIFB-plain-14-16-210217-04-04-40
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 140 	 Number of testing nodes: 36	 Total Number of labelled nodes: 176
Number of classes in this graph: 4 	 Number of nodes: 8285 	 Number of relation types: 90
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  1.599882 	 Train Accuracy:  0.5446 	Valid Loss:  1.4394 	 Valid Accuracy:  0.4643
Run: [1]	 Epoch: [2]	 Train Loss:  1.235429 	 Train Accuracy:  0.6696 	Valid Loss:  1.2270 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [3]	 Train Loss:  1.007935 	 Train Accuracy:  0.7232 	Valid Loss:  1.1040 	 Valid Accuracy:  0.5714
Run: [1]	 Epoch: [4]	 Train Loss:  0.862090 	 Train Accuracy:  0.8125 	Valid Loss:  0.8632 	 Valid Accuracy:  0.6786
Run: [1]	 Epoch: [5]	 Train Loss:  0.658396 	 Train Accuracy:  0.8661 	Valid Loss:  0.8006 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [6]	 Train Loss:  0.615136 	 Train Accuracy:  0.9286 	Valid Loss:  0.6905 	 Valid Accuracy:  0.8214
Run: [1]	 Epoch: [7]	 Train Loss:  0.410404 	 Train Accuracy:  0.9643 	Valid Loss:  0.6155 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [8]	 Train Loss:  0.356048 	 Train Accuracy:  0.9821 	Valid Loss:  0.5792 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [9]	 Train Loss:  0.354794 	 Train Accuracy:  1.0000 	Valid Loss:  0.5899 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [10]	 Train Loss:  0.287732 	 Train Accuracy:  1.0000 	Valid Loss:  0.5998 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [11]	 Train Loss:  0.274392 	 Train Accuracy:  1.0000 	Valid Loss:  0.5920 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [12]	 Train Loss:  0.242387 	 Train Accuracy:  1.0000 	Valid Loss:  0.5783 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [13]	 Train Loss:  0.204154 	 Train Accuracy:  1.0000 	Valid Loss:  0.5516 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [14]	 Train Loss:  0.222983 	 Train Accuracy:  1.0000 	Valid Loss:  0.5143 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [15]	 Train Loss:  0.176059 	 Train Accuracy:  1.0000 	Valid Loss:  0.4829 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [16]	 Train Loss:  0.151918 	 Train Accuracy:  1.0000 	Valid Loss:  0.4645 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [17]	 Train Loss:  0.125864 	 Train Accuracy:  1.0000 	Valid Loss:  0.4525 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [18]	 Train Loss:  0.122357 	 Train Accuracy:  1.0000 	Valid Loss:  0.4414 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [19]	 Train Loss:  0.135565 	 Train Accuracy:  1.0000 	Valid Loss:  0.4263 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [20]	 Train Loss:  0.104350 	 Train Accuracy:  1.0000 	Valid Loss:  0.3995 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [21]	 Train Loss:  0.130448 	 Train Accuracy:  1.0000 	Valid Loss:  0.3848 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [22]	 Train Loss:  0.076611 	 Train Accuracy:  1.0000 	Valid Loss:  0.3871 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [23]	 Train Loss:  0.097895 	 Train Accuracy:  1.0000 	Valid Loss:  0.3896 	 Valid Accuracy:  0.8929
Run: [1]	 Epoch: [24]	 Train Loss:  0.094195 	 Train Accuracy:  1.0000 	Valid Loss:  0.3896 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [25]	 Train Loss:  0.133547 	 Train Accuracy:  1.0000 	Valid Loss:  0.3935 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [26]	 Train Loss:  0.058216 	 Train Accuracy:  1.0000 	Valid Loss:  0.4021 	 Valid Accuracy:  0.9286
