==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.2
data_dir:/data/entity
batch_size:1
dataset:MUTAG
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:64
block_type:plain
n_layers:7
act:relu
norm:layer
bias:True
dropout:0.2
channels:16
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-MUTAG-plain-7-16
time:210217-02-57-58
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-MUTAG-plain-7-16-210217-02-57-58
logdir:/content/drive/My Drive/denseR/logs/denseR-MUTAG-plain-7-16-210217-02-57-58
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 272 	 Number of testing nodes: 68	 Total Number of labelled nodes: 340
Number of classes in this graph: 2 	 Number of nodes: 23644 	 Number of relation types: 46
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  1.374170 	 Train Accuracy:  0.6267 	Valid Loss:  0.7855 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [2]	 Train Loss:  0.711452 	 Train Accuracy:  0.7143 	Valid Loss:  0.6639 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [3]	 Train Loss:  0.673111 	 Train Accuracy:  0.6267 	Valid Loss:  0.7340 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [4]	 Train Loss:  0.625752 	 Train Accuracy:  0.6498 	Valid Loss:  0.6705 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [5]	 Train Loss:  0.588284 	 Train Accuracy:  0.8525 	Valid Loss:  0.6104 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [6]	 Train Loss:  0.483198 	 Train Accuracy:  0.9401 	Valid Loss:  0.6229 	 Valid Accuracy:  0.6909
Run: [1]	 Epoch: [7]	 Train Loss:  0.487059 	 Train Accuracy:  0.9539 	Valid Loss:  0.5943 	 Valid Accuracy:  0.7091
Run: [1]	 Epoch: [8]	 Train Loss:  0.382281 	 Train Accuracy:  0.9309 	Valid Loss:  0.5740 	 Valid Accuracy:  0.6727
Run: [1]	 Epoch: [9]	 Train Loss:  0.336146 	 Train Accuracy:  0.9447 	Valid Loss:  0.5677 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [10]	 Train Loss:  0.215928 	 Train Accuracy:  0.9677 	Valid Loss:  0.5309 	 Valid Accuracy:  0.7091
Run: [1]	 Epoch: [11]	 Train Loss:  0.195919 	 Train Accuracy:  0.9816 	Valid Loss:  0.5156 	 Valid Accuracy:  0.7455
Run: [1]	 Epoch: [12]	 Train Loss:  0.165270 	 Train Accuracy:  0.9908 	Valid Loss:  0.5053 	 Valid Accuracy:  0.7636
Run: [1]	 Epoch: [13]	 Train Loss:  0.114942 	 Train Accuracy:  0.9908 	Valid Loss:  0.5185 	 Valid Accuracy:  0.7455
Run: [1]	 Epoch: [14]	 Train Loss:  0.072341 	 Train Accuracy:  0.9908 	Valid Loss:  0.5861 	 Valid Accuracy:  0.7636
Run: [1]	 Epoch: [15]	 Train Loss:  0.056228 	 Train Accuracy:  1.0000 	Valid Loss:  0.6299 	 Valid Accuracy:  0.7455
Run: [1]	 Epoch: [16]	 Train Loss:  0.066037 	 Train Accuracy:  1.0000 	Valid Loss:  0.6546 	 Valid Accuracy:  0.7455
Run: [1]	 Epoch: [17]	 Train Loss:  0.041127 	 Train Accuracy:  1.0000 	Valid Loss:  0.6708 	 Valid Accuracy:  0.7273
Run: [1]	 Epoch: [18]	 Train Loss:  0.037705 	 Train Accuracy:  1.0000 	Valid Loss:  0.6975 	 Valid Accuracy:  0.7455
Run: [1]	 Epoch: [19]	 Train Loss:  0.033680 	 Train Accuracy:  1.0000 	Valid Loss:  0.7233 	 Valid Accuracy:  0.7455
Run: [1]	 Epoch: [20]	 Train Loss:  0.030249 	 Train Accuracy:  1.0000 	Valid Loss:  0.7357 	 Valid Accuracy:  0.7273
Run: [1]	 Epoch: [21]	 Train Loss:  0.029762 	 Train Accuracy:  1.0000 	Valid Loss:  0.7438 	 Valid Accuracy:  0.7455
Run: [1]	 Epoch: [22]	 Train Loss:  0.027177 	 Train Accuracy:  1.0000 	Valid Loss:  0.7637 	 Valid Accuracy:  0.7818
Run: [1]	 Epoch: [23]	 Train Loss:  0.026219 	 Train Accuracy:  1.0000 	Valid Loss:  0.7953 	 Valid Accuracy:  0.7818
Run: [1]	 Epoch: [24]	 Train Loss:  0.019718 	 Train Accuracy:  1.0000 	Valid Loss:  0.8322 	 Valid Accuracy:  0.7636
Run: [1]	 Epoch: [25]	 Train Loss:  0.031226 	 Train Accuracy:  1.0000 	Valid Loss:  0.8650 	 Valid Accuracy:  0.7636
Run: [1]	 Epoch: [26]	 Train Loss:  0.020050 	 Train Accuracy:  1.0000 	Valid Loss:  0.8927 	 Valid Accuracy:  0.7636
Run: [1]	 Epoch: [27]	 Train Loss:  0.023608 	 Train Accuracy:  1.0000 	Valid Loss:  0.9168 	 Valid Accuracy:  0.7636
Run: [1]	 Epoch: [28]	 Train Loss:  0.020608 	 Train Accuracy:  1.0000 	Valid Loss:  0.9400 	 Valid Accuracy:  0.7636
