==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.1
data_dir:/data/entity
batch_size:1
dataset:MUTAG
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
no_fusion:True
kernel_size:64
block_type:res
n_layers:7
act:relu
norm:layer
bias:True
dropout:0.2
channels:16
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-MUTAG-res-7-16-No fuse
time:210302-17-36-14
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-MUTAG-res-7-16-No fuse-210302-17-36-14
logdir:/content/drive/My Drive/denseR/logs/denseR-MUTAG-res-7-16-No fuse-210302-17-36-14
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 272 	 Number of testing nodes: 68	 Total Number of labelled nodes: 340
Number of classes in this graph: 2 	 Number of nodes: 23644 	 Number of relation types: 46
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  6.298723 	 Train Accuracy:  0.6025 	Valid Loss:  3.0992 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [2]	 Train Loss:  3.046145 	 Train Accuracy:  0.4221 	Valid Loss:  2.7825 	 Valid Accuracy:  0.3929
Run: [1]	 Epoch: [3]	 Train Loss:  2.005434 	 Train Accuracy:  0.8811 	Valid Loss:  0.8711 	 Valid Accuracy:  0.5357
Run: [1]	 Epoch: [4]	 Train Loss:  0.444962 	 Train Accuracy:  0.8402 	Valid Loss:  1.0443 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [5]	 Train Loss:  0.492142 	 Train Accuracy:  0.9262 	Valid Loss:  0.7944 	 Valid Accuracy:  0.5357
Run: [1]	 Epoch: [6]	 Train Loss:  0.249787 	 Train Accuracy:  0.9713 	Valid Loss:  0.8120 	 Valid Accuracy:  0.6071
Run: [1]	 Epoch: [7]	 Train Loss:  0.139504 	 Train Accuracy:  0.9631 	Valid Loss:  1.0416 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [8]	 Train Loss:  0.142319 	 Train Accuracy:  0.9549 	Valid Loss:  1.1815 	 Valid Accuracy:  0.6071
Run: [1]	 Epoch: [9]	 Train Loss:  0.149495 	 Train Accuracy:  0.9836 	Valid Loss:  1.1313 	 Valid Accuracy:  0.6071
Run: [1]	 Epoch: [10]	 Train Loss:  0.112962 	 Train Accuracy:  0.9918 	Valid Loss:  0.9830 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [11]	 Train Loss:  0.069202 	 Train Accuracy:  0.9959 	Valid Loss:  0.8352 	 Valid Accuracy:  0.6786
