==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.2
data_dir:/data/entity
batch_size:1
dataset:MUTAG
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:64
block_type:plain
n_layers:7
act:relu
norm:layer
bias:True
dropout:0.2
channels:64
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-MUTAG-plain-7-64
time:210217-02-53-30
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-MUTAG-plain-7-64-210217-02-53-30
logdir:/content/drive/My Drive/denseR/logs/denseR-MUTAG-plain-7-64-210217-02-53-30
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
RDFLib Version: 5.0.0
=== Dataset info ===
Number of training nodes: 272 	 Number of testing nodes: 68	 Total Number of labelled nodes: 340
Number of classes in this graph: 2 	 Number of nodes: 23644 	 Number of relation types: 46
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  1.175570 	 Train Accuracy:  0.6175 	Valid Loss:  1.2315 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [2]	 Train Loss:  1.153839 	 Train Accuracy:  0.6175 	Valid Loss:  0.8014 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [3]	 Train Loss:  0.680325 	 Train Accuracy:  0.3825 	Valid Loss:  1.4738 	 Valid Accuracy:  0.4182
Run: [1]	 Epoch: [4]	 Train Loss:  1.414113 	 Train Accuracy:  0.7558 	Valid Loss:  0.6654 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [5]	 Train Loss:  0.575398 	 Train Accuracy:  0.6175 	Valid Loss:  0.7004 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [6]	 Train Loss:  0.596947 	 Train Accuracy:  0.6175 	Valid Loss:  0.7068 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [7]	 Train Loss:  0.585649 	 Train Accuracy:  0.6175 	Valid Loss:  0.6851 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [8]	 Train Loss:  0.573965 	 Train Accuracy:  0.6221 	Valid Loss:  0.6644 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [9]	 Train Loss:  0.555555 	 Train Accuracy:  0.7788 	Valid Loss:  0.6554 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [10]	 Train Loss:  0.546277 	 Train Accuracy:  0.9217 	Valid Loss:  0.6549 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [11]	 Train Loss:  0.543296 	 Train Accuracy:  0.9539 	Valid Loss:  0.6547 	 Valid Accuracy:  0.7091
Run: [1]	 Epoch: [12]	 Train Loss:  0.525576 	 Train Accuracy:  0.9539 	Valid Loss:  0.6520 	 Valid Accuracy:  0.6909
Run: [1]	 Epoch: [13]	 Train Loss:  0.489913 	 Train Accuracy:  0.9493 	Valid Loss:  0.6477 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [14]	 Train Loss:  0.469653 	 Train Accuracy:  0.9447 	Valid Loss:  0.6434 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [15]	 Train Loss:  0.450057 	 Train Accuracy:  0.9447 	Valid Loss:  0.6399 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [16]	 Train Loss:  0.423252 	 Train Accuracy:  0.9631 	Valid Loss:  0.6364 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [17]	 Train Loss:  0.392357 	 Train Accuracy:  0.9677 	Valid Loss:  0.6309 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [18]	 Train Loss:  0.362659 	 Train Accuracy:  0.9724 	Valid Loss:  0.6243 	 Valid Accuracy:  0.6182
Run: [1]	 Epoch: [19]	 Train Loss:  0.300600 	 Train Accuracy:  0.9816 	Valid Loss:  0.6216 	 Valid Accuracy:  0.6909
Run: [1]	 Epoch: [20]	 Train Loss:  0.253071 	 Train Accuracy:  0.9862 	Valid Loss:  0.6310 	 Valid Accuracy:  0.7455
Run: [1]	 Epoch: [21]	 Train Loss:  0.217355 	 Train Accuracy:  1.0000 	Valid Loss:  0.6578 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [22]	 Train Loss:  0.180720 	 Train Accuracy:  1.0000 	Valid Loss:  0.6981 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [23]	 Train Loss:  0.159583 	 Train Accuracy:  1.0000 	Valid Loss:  0.7544 	 Valid Accuracy:  0.5455
Run: [1]	 Epoch: [24]	 Train Loss:  0.125142 	 Train Accuracy:  1.0000 	Valid Loss:  0.8154 	 Valid Accuracy:  0.5273
Run: [1]	 Epoch: [25]	 Train Loss:  0.103416 	 Train Accuracy:  1.0000 	Valid Loss:  0.8752 	 Valid Accuracy:  0.4909
Run: [1]	 Epoch: [26]	 Train Loss:  0.078268 	 Train Accuracy:  1.0000 	Valid Loss:  0.9215 	 Valid Accuracy:  0.4909
