==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.2
data_dir:/data/entity
batch_size:1
dataset:AIFB
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
no_fusion:True
kernel_size:64
block_type:res
n_layers:14
act:relu
norm:layer
bias:True
dropout:0.2
channels:16
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-AIFB-res-14-16-No fuse
time:210302-18-16-37
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-AIFB-res-14-16-No fuse-210302-18-16-37
logdir:/content/drive/My Drive/denseR/logs/denseR-AIFB-res-14-16-No fuse-210302-18-16-37
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 140 	 Number of testing nodes: 36	 Total Number of labelled nodes: 176
Number of classes in this graph: 4 	 Number of nodes: 8285 	 Number of relation types: 90
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  8.832333 	 Train Accuracy:  0.6696 	Valid Loss:  2.5452 	 Valid Accuracy:  0.5357
Run: [1]	 Epoch: [2]	 Train Loss:  1.361961 	 Train Accuracy:  0.9554 	Valid Loss:  1.8262 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [3]	 Train Loss:  0.299103 	 Train Accuracy:  0.9821 	Valid Loss:  1.6671 	 Valid Accuracy:  0.6786
Run: [1]	 Epoch: [4]	 Train Loss:  0.058216 	 Train Accuracy:  0.9821 	Valid Loss:  1.4935 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [5]	 Train Loss:  0.060451 	 Train Accuracy:  1.0000 	Valid Loss:  1.3523 	 Valid Accuracy:  0.7500
Run: [1]	 Epoch: [6]	 Train Loss:  0.012122 	 Train Accuracy:  1.0000 	Valid Loss:  1.3704 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [7]	 Train Loss:  0.004666 	 Train Accuracy:  1.0000 	Valid Loss:  1.4519 	 Valid Accuracy:  0.7500
Run: [1]	 Epoch: [8]	 Train Loss:  0.007274 	 Train Accuracy:  1.0000 	Valid Loss:  1.5304 	 Valid Accuracy:  0.6786
Run: [1]	 Epoch: [9]	 Train Loss:  0.007534 	 Train Accuracy:  1.0000 	Valid Loss:  1.5574 	 Valid Accuracy:  0.6786
Run: [1]	 Epoch: [10]	 Train Loss:  0.005255 	 Train Accuracy:  1.0000 	Valid Loss:  1.5524 	 Valid Accuracy:  0.6786
Run: [1]	 Epoch: [11]	 Train Loss:  0.003279 	 Train Accuracy:  1.0000 	Valid Loss:  1.5309 	 Valid Accuracy:  0.6786
Run: [1]	 Epoch: [12]	 Train Loss:  0.002392 	 Train Accuracy:  1.0000 	Valid Loss:  1.5103 	 Valid Accuracy:  0.6786
Run: [1]	 Epoch: [13]	 Train Loss:  0.002082 	 Train Accuracy:  1.0000 	Valid Loss:  1.4873 	 Valid Accuracy:  0.6786
Run: [1]	 Epoch: [14]	 Train Loss:  0.002022 	 Train Accuracy:  1.0000 	Valid Loss:  1.4662 	 Valid Accuracy:  0.6786
Run: [1]	 Epoch: [15]	 Train Loss:  0.002077 	 Train Accuracy:  1.0000 	Valid Loss:  1.4478 	 Valid Accuracy:  0.6786
Run: [1]	 Epoch: [16]	 Train Loss:  0.002083 	 Train Accuracy:  1.0000 	Valid Loss:  1.4305 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [17]	 Train Loss:  0.001980 	 Train Accuracy:  1.0000 	Valid Loss:  1.4166 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [18]	 Train Loss:  0.001762 	 Train Accuracy:  1.0000 	Valid Loss:  1.4078 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [19]	 Train Loss:  0.001510 	 Train Accuracy:  1.0000 	Valid Loss:  1.4028 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [20]	 Train Loss:  0.001280 	 Train Accuracy:  1.0000 	Valid Loss:  1.4007 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [21]	 Train Loss:  0.001097 	 Train Accuracy:  1.0000 	Valid Loss:  1.3983 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [22]	 Train Loss:  0.000957 	 Train Accuracy:  1.0000 	Valid Loss:  1.3964 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [23]	 Train Loss:  0.000852 	 Train Accuracy:  1.0000 	Valid Loss:  1.3944 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [24]	 Train Loss:  0.000773 	 Train Accuracy:  1.0000 	Valid Loss:  1.3913 	 Valid Accuracy:  0.7143
