==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.2
data_dir:/data/entity
batch_size:1
dataset:MUTAG
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:64
block_type:res
n_layers:7
act:relu
norm:layer
bias:True
dropout:0.2
channels:16
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-MUTAG-res-7-16
time:210216-21-15-46
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-MUTAG-res-7-16-210216-21-15-46
logdir:/content/drive/My Drive/denseR/logs/denseR-MUTAG-res-7-16-210216-21-15-46
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 272 	 Number of testing nodes: 68	 Total Number of labelled nodes: 340
Number of classes in this graph: 2 	 Number of nodes: 23644 	 Number of relation types: 46
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  1.023283 	 Train Accuracy:  0.7051 	Valid Loss:  0.6406 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [2]	 Train Loss:  0.614626 	 Train Accuracy:  0.5023 	Valid Loss:  0.9500 	 Valid Accuracy:  0.4364
Run: [1]	 Epoch: [3]	 Train Loss:  0.846721 	 Train Accuracy:  0.8479 	Valid Loss:  0.6124 	 Valid Accuracy:  0.6727
Run: [1]	 Epoch: [4]	 Train Loss:  0.358334 	 Train Accuracy:  0.8018 	Valid Loss:  0.7173 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [5]	 Train Loss:  0.392478 	 Train Accuracy:  0.8894 	Valid Loss:  0.6522 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [6]	 Train Loss:  0.290713 	 Train Accuracy:  0.9585 	Valid Loss:  0.5996 	 Valid Accuracy:  0.7455
Run: [1]	 Epoch: [7]	 Train Loss:  0.205503 	 Train Accuracy:  0.9816 	Valid Loss:  0.7089 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [8]	 Train Loss:  0.145043 	 Train Accuracy:  0.9908 	Valid Loss:  0.8985 	 Valid Accuracy:  0.5455
Run: [1]	 Epoch: [9]	 Train Loss:  0.120359 	 Train Accuracy:  0.9954 	Valid Loss:  1.0489 	 Valid Accuracy:  0.5091
Run: [1]	 Epoch: [10]	 Train Loss:  0.092080 	 Train Accuracy:  1.0000 	Valid Loss:  1.1623 	 Valid Accuracy:  0.4909
Run: [1]	 Epoch: [11]	 Train Loss:  0.064757 	 Train Accuracy:  1.0000 	Valid Loss:  1.2673 	 Valid Accuracy:  0.4909
Run: [1]	 Epoch: [12]	 Train Loss:  0.053840 	 Train Accuracy:  1.0000 	Valid Loss:  1.3706 	 Valid Accuracy:  0.5273
Run: [1]	 Epoch: [13]	 Train Loss:  0.048230 	 Train Accuracy:  1.0000 	Valid Loss:  1.4576 	 Valid Accuracy:  0.5273
Run: [1]	 Epoch: [14]	 Train Loss:  0.044489 	 Train Accuracy:  1.0000 	Valid Loss:  1.5308 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [15]	 Train Loss:  0.034638 	 Train Accuracy:  1.0000 	Valid Loss:  1.5822 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [16]	 Train Loss:  0.033834 	 Train Accuracy:  1.0000 	Valid Loss:  1.6003 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [17]	 Train Loss:  0.028043 	 Train Accuracy:  1.0000 	Valid Loss:  1.6051 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [18]	 Train Loss:  0.027388 	 Train Accuracy:  1.0000 	Valid Loss:  1.6125 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [19]	 Train Loss:  0.028325 	 Train Accuracy:  1.0000 	Valid Loss:  1.6208 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [20]	 Train Loss:  0.022803 	 Train Accuracy:  1.0000 	Valid Loss:  1.6166 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [21]	 Train Loss:  0.026522 	 Train Accuracy:  1.0000 	Valid Loss:  1.5923 	 Valid Accuracy:  0.5455
Run: [1]	 Epoch: [22]	 Train Loss:  0.018376 	 Train Accuracy:  1.0000 	Valid Loss:  1.5583 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [23]	 Train Loss:  0.016062 	 Train Accuracy:  1.0000 	Valid Loss:  1.5228 	 Valid Accuracy:  0.5636
Run: [1]	 Epoch: [24]	 Train Loss:  0.019003 	 Train Accuracy:  1.0000 	Valid Loss:  1.4942 	 Valid Accuracy:  0.5818
Run: [1]	 Epoch: [25]	 Train Loss:  0.015577 	 Train Accuracy:  1.0000 	Valid Loss:  1.4649 	 Valid Accuracy:  0.6000
Run: [1]	 Epoch: [26]	 Train Loss:  0.015594 	 Train Accuracy:  1.0000 	Valid Loss:  1.4430 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [27]	 Train Loss:  0.011625 	 Train Accuracy:  1.0000 	Valid Loss:  1.4370 	 Valid Accuracy:  0.6909
Run: [1]	 Epoch: [28]	 Train Loss:  0.017014 	 Train Accuracy:  1.0000 	Valid Loss:  1.4482 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [29]	 Train Loss:  0.010233 	 Train Accuracy:  1.0000 	Valid Loss:  1.4704 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [30]	 Train Loss:  0.011685 	 Train Accuracy:  1.0000 	Valid Loss:  1.4938 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [31]	 Train Loss:  0.006776 	 Train Accuracy:  1.0000 	Valid Loss:  1.5150 	 Valid Accuracy:  0.6364
Run: [1]	 Epoch: [32]	 Train Loss:  0.007521 	 Train Accuracy:  1.0000 	Valid Loss:  1.5322 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [33]	 Train Loss:  0.008008 	 Train Accuracy:  1.0000 	Valid Loss:  1.5490 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [34]	 Train Loss:  0.009800 	 Train Accuracy:  1.0000 	Valid Loss:  1.5661 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [35]	 Train Loss:  0.006349 	 Train Accuracy:  1.0000 	Valid Loss:  1.5842 	 Valid Accuracy:  0.6545
Run: [1]	 Epoch: [36]	 Train Loss:  0.010511 	 Train Accuracy:  1.0000 	Valid Loss:  1.6092 	 Valid Accuracy:  0.6545
