==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.1
data_dir:/data/entity
batch_size:1
dataset:AIFB
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:20
block_type:res
n_layers:7
act:relu
norm:layer
bias:True
dropout:0.2
channels:16
dec:basis
bases:20
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-AIFB-res-7-16
time:210214-21-44-58
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-AIFB-res-7-16-210214-21-44-58
logdir:/content/drive/My Drive/denseR/logs/denseR-AIFB-res-7-16-210214-21-44-58
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 140 	 Number of testing nodes: 36	 Total Number of labelled nodes: 176
Number of classes in this graph: 4 	 Number of nodes: 8285 	 Number of relation types: 90
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  2.332319 	 Train Accuracy:  0.5397 	Valid Loss:  0.9122 	 Valid Accuracy:  0.5714
Run: [1]	 Epoch: [2]	 Train Loss:  1.144108 	 Train Accuracy:  0.9048 	Valid Loss:  0.7561 	 Valid Accuracy:  0.9286
Run: [1]	 Epoch: [3]	 Train Loss:  0.575223 	 Train Accuracy:  0.9206 	Valid Loss:  0.7369 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [4]	 Train Loss:  0.390002 	 Train Accuracy:  0.9524 	Valid Loss:  0.7586 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [5]	 Train Loss:  0.303368 	 Train Accuracy:  0.9603 	Valid Loss:  0.7493 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [6]	 Train Loss:  0.234046 	 Train Accuracy:  0.9762 	Valid Loss:  0.7708 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [7]	 Train Loss:  0.167218 	 Train Accuracy:  0.9841 	Valid Loss:  0.8105 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [8]	 Train Loss:  0.155286 	 Train Accuracy:  0.9921 	Valid Loss:  0.7128 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [9]	 Train Loss:  0.111010 	 Train Accuracy:  0.9921 	Valid Loss:  0.6228 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [10]	 Train Loss:  0.090052 	 Train Accuracy:  1.0000 	Valid Loss:  0.5547 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [11]	 Train Loss:  0.090359 	 Train Accuracy:  1.0000 	Valid Loss:  0.4986 	 Valid Accuracy:  0.7857
