==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.1
data_dir:/data/entity
batch_size:1
dataset:AIFB
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:20
block_type:dense
n_layers:7
act:relu
norm:layer
bias:True
dropout:0.2
channels:16
dec:basis
bases:20
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-AIFB-dense-7-16
time:210214-21-55-45
save_path:/content/drive/MyDrive/denseR/checkpoints/ckpts-denseR-AIFB-dense-7-16-210214-21-55-45
logdir:/content/drive/MyDrive/denseR/logs/denseR-AIFB-dense-7-16-210214-21-55-45
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 140 	 Number of testing nodes: 36	 Total Number of labelled nodes: 176
Number of classes in this graph: 4 	 Number of nodes: 8285 	 Number of relation types: 90
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Train Loss:  1.541449 	 Train Accuracy:  0.6508 	Valid Loss:  1.0137 	 Valid Accuracy:  0.4286
Run: [1]	 Epoch: [2]	 Train Loss:  0.887967 	 Train Accuracy:  0.8254 	Valid Loss:  0.8947 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [3]	 Train Loss:  0.565879 	 Train Accuracy:  0.9603 	Valid Loss:  0.6907 	 Valid Accuracy:  0.7143
Run: [1]	 Epoch: [4]	 Train Loss:  0.204895 	 Train Accuracy:  0.9841 	Valid Loss:  0.7278 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [5]	 Train Loss:  0.177224 	 Train Accuracy:  0.9921 	Valid Loss:  0.7518 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [6]	 Train Loss:  0.115524 	 Train Accuracy:  1.0000 	Valid Loss:  0.7255 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [7]	 Train Loss:  0.092498 	 Train Accuracy:  1.0000 	Valid Loss:  0.6670 	 Valid Accuracy:  0.6429
Run: [1]	 Epoch: [8]	 Train Loss:  0.066632 	 Train Accuracy:  1.0000 	Valid Loss:  0.6065 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [9]	 Train Loss:  0.052649 	 Train Accuracy:  1.0000 	Valid Loss:  0.5704 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [10]	 Train Loss:  0.037643 	 Train Accuracy:  1.0000 	Valid Loss:  0.5705 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [11]	 Train Loss:  0.029478 	 Train Accuracy:  1.0000 	Valid Loss:  0.5914 	 Valid Accuracy:  0.8571
Run: [1]	 Epoch: [12]	 Train Loss:  0.030374 	 Train Accuracy:  1.0000 	Valid Loss:  0.6246 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [13]	 Train Loss:  0.029399 	 Train Accuracy:  1.0000 	Valid Loss:  0.6589 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [14]	 Train Loss:  0.022723 	 Train Accuracy:  1.0000 	Valid Loss:  0.6953 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [15]	 Train Loss:  0.027075 	 Train Accuracy:  1.0000 	Valid Loss:  0.7360 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [16]	 Train Loss:  0.018002 	 Train Accuracy:  1.0000 	Valid Loss:  0.7649 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [17]	 Train Loss:  0.021492 	 Train Accuracy:  1.0000 	Valid Loss:  0.7848 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [18]	 Train Loss:  0.019558 	 Train Accuracy:  1.0000 	Valid Loss:  0.8009 	 Valid Accuracy:  0.7857
Run: [1]	 Epoch: [19]	 Train Loss:  0.013096 	 Train Accuracy:  1.0000 	Valid Loss:  0.8086 	 Valid Accuracy:  0.7857
