==========       System Configuration      =============
phase:train
use_cpu:False
runs:10
validation:0.0
data_dir:/data/entity
batch_size:1
dataset:AIFB
total_epochs:50
save_freq:5
lr:0.01
multi_gpus:False
postname:
l2norm:0.0005
kernel_size:64
block_type:plain
n_layers:14
act:relu
norm:layer
bias:True
dropout:0.2
channels:16
dec:basis
bases:30
aggr:mean
ckpt_path:
save_best_only:True
task:denseR
post:denseR-AIFB-plain-14-16
time:210217-04-17-57
save_path:/content/drive/My Drive/denseR/checkpoints/ckpts-denseR-AIFB-plain-14-16-210217-04-17-57
logdir:/content/drive/My Drive/denseR/logs/denseR-AIFB-plain-14-16-210217-04-17-57
device:cuda
epoch:-1
printer:<Logger args (DEBUG)>
==========     CONFIG END    =============


===> Phase is train.
 === Downloading Dataset and Creating graphs ===
=== Dataset info ===
Number of training nodes: 140 	 Number of testing nodes: 36	 Total Number of labelled nodes: 176
Number of classes in this graph: 4 	 Number of nodes: 8285 	 Number of relation types: 90
==== Initializing the Optimizer ====
Run: [1]	 Epoch: [1]	 Loss:  1.601527 	 Train Accuracy:  0.4571
Run: [1]	 Epoch: [2]	 Loss:  1.270953 	 Train Accuracy:  0.6071
Run: [1]	 Epoch: [3]	 Loss:  0.985151 	 Train Accuracy:  0.7143
Run: [1]	 Epoch: [4]	 Loss:  0.860395 	 Train Accuracy:  0.7714
Run: [1]	 Epoch: [5]	 Loss:  0.635633 	 Train Accuracy:  0.8714
Run: [1]	 Epoch: [6]	 Loss:  0.584603 	 Train Accuracy:  0.9500
Run: [1]	 Epoch: [7]	 Loss:  0.467829 	 Train Accuracy:  0.9429
Run: [1]	 Epoch: [8]	 Loss:  0.417281 	 Train Accuracy:  0.9429
Run: [1]	 Epoch: [9]	 Loss:  0.404894 	 Train Accuracy:  0.9643
Run: [1]	 Epoch: [10]	 Loss:  0.331582 	 Train Accuracy:  0.9929
Run: [1]	 Epoch: [11]	 Loss:  0.296129 	 Train Accuracy:  0.9929
Run: [1]	 Epoch: [12]	 Loss:  0.276788 	 Train Accuracy:  0.9929
Run: [1]	 Epoch: [13]	 Loss:  0.236288 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [14]	 Loss:  0.232635 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [15]	 Loss:  0.177842 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [16]	 Loss:  0.152894 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [17]	 Loss:  0.149833 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [18]	 Loss:  0.137656 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [19]	 Loss:  0.154103 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [20]	 Loss:  0.113343 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [21]	 Loss:  0.116947 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [22]	 Loss:  0.089119 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [23]	 Loss:  0.102255 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [24]	 Loss:  0.093468 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [25]	 Loss:  0.134245 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [26]	 Loss:  0.065179 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [27]	 Loss:  0.073560 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [28]	 Loss:  0.065001 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [29]	 Loss:  0.064730 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [30]	 Loss:  0.040379 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [31]	 Loss:  0.075005 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [32]	 Loss:  0.051632 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [33]	 Loss:  0.067555 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [34]	 Loss:  0.044057 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [35]	 Loss:  0.043096 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [36]	 Loss:  0.042193 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [37]	 Loss:  0.065392 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [38]	 Loss:  0.035269 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [39]	 Loss:  0.045415 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [40]	 Loss:  0.042013 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [41]	 Loss:  0.023449 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [42]	 Loss:  0.040922 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [43]	 Loss:  0.031537 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [44]	 Loss:  0.026919 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [45]	 Loss:  0.030414 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [46]	 Loss:  0.024324 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [47]	 Loss:  0.023633 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [48]	 Loss:  0.035641 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [49]	 Loss:  0.018065 	 Train Accuracy:  1.0000
Run: [1]	 Epoch: [50]	 Loss:  0.021676 	 Train Accuracy:  1.0000
Test Accuracy in run 1 is: 0.944444477558136
Total Train Accuracy after run 1 is: 1.0000
Total Test Accuracy after run 1 is: 0.9444
Best Test Accuracy in 1 runs is: 0.9444
Run: [2]	 Epoch: [1]	 Loss:  2.299301 	 Train Accuracy:  0.3214
Run: [2]	 Epoch: [2]	 Loss:  1.746812 	 Train Accuracy:  0.4929
Run: [2]	 Epoch: [3]	 Loss:  1.176948 	 Train Accuracy:  0.6714
Run: [2]	 Epoch: [4]	 Loss:  0.985222 	 Train Accuracy:  0.7357
Run: [2]	 Epoch: [5]	 Loss:  0.831092 	 Train Accuracy:  0.8214
Run: [2]	 Epoch: [6]	 Loss:  0.727199 	 Train Accuracy:  0.9071
Run: [2]	 Epoch: [7]	 Loss:  0.611137 	 Train Accuracy:  0.9357
Run: [2]	 Epoch: [8]	 Loss:  0.464788 	 Train Accuracy:  0.9429
Run: [2]	 Epoch: [9]	 Loss:  0.496747 	 Train Accuracy:  0.9643
Run: [2]	 Epoch: [10]	 Loss:  0.392241 	 Train Accuracy:  0.9643
Run: [2]	 Epoch: [11]	 Loss:  0.369091 	 Train Accuracy:  0.9714
Run: [2]	 Epoch: [12]	 Loss:  0.313539 	 Train Accuracy:  0.9714
Run: [2]	 Epoch: [13]	 Loss:  0.266770 	 Train Accuracy:  0.9786
Run: [2]	 Epoch: [14]	 Loss:  0.267717 	 Train Accuracy:  0.9857
Run: [2]	 Epoch: [15]	 Loss:  0.235878 	 Train Accuracy:  0.9857
Run: [2]	 Epoch: [16]	 Loss:  0.212426 	 Train Accuracy:  0.9929
Run: [2]	 Epoch: [17]	 Loss:  0.193666 	 Train Accuracy:  1.0000
Run: [2]	 Epoch: [18]	 Loss:  0.184795 	 Train Accuracy:  0.9929
Run: [2]	 Epoch: [19]	 Loss:  0.125917 	 Train Accuracy:  0.9857
